Property_ID,MLS_Number,Listing_Date,Sale_Date,Street_Address,City,State,Zip_Code,Country,Latitude,Longitude,Property_Type,Bedrooms,Bathrooms,Lot_Size_SqFt,Living_Area_Reported,Year_Built,Year_Renovated,Garage_Spaces,Has_Pool,Has_Garden,Heating_Type,Cooling_Type,School_Rating,Crime_Rate_Index,Neighborhood_Quality_Score,Distance_To_City_Center_Reported,HOA_Fee_Monthly,Property_Tax_Annual,Days_On_Market,List_Price,Sale_Price,Price_Per_SqFt,Is_Foreclosure,Currency,Agent_Name,Agent_Phone,Agent_Email,Listing_Description,Buyer_Feedback
PROP-108102,MLS-108102,2024-03-12,"April 10, 2024",8640 Mark Square,Columbus,Ohio,97248,usa,46.666295,-80.046626,TOWNHOUSE,6,5.3,5456.1,79.1 sqm,1975.0,,2.0,No,yes ,,,4.5,8.43,70.5,1.24 mi,151.71,"$1,772.19",16,"97,363.35",88672.01,104.15,1,USD,Bethany Jones,CALL-ME-5411,bethany.jones51@yahoo.com,"Luxury Town housse boasting modern finishes, 3 bedrooms, and a three-car garage.",Traffic noise was worse than expected.
PROP-104236,MLS-104236,21/07/2025,2025-07-23,762 Smith Meadow,Phoenix,Arizona	,89942,USA,25.011509,-110.541093,TOWNHOUSE,3,3.8,5208.1,371.2 sqft,1978.0,2001.0,4.0,0,1,Solar,,4.3,2.9,57.7,22.38 mi,0.0,$910.69,25,"104,747.66",95133.3,256.29,false,USD,Maria Morrison,(341) 592-3511,maria.morrison66@realty.com,"  Cozy townhouse with great potential, located near top-rated schools in Phoenix.  ",Traffic noise was worse than expected.
PROP-103513,MLS-103513,19/12/2025,2026-06-07,11621 Jennifer Square Suite 514,Chicago,IL,28667,US,43.086214,-98.087485,VILLA,4,2.1,5366.3,3211.6 sqft,1980.0,,2.0,No,yes ,,,10.0,2.62,90.4,0.72 km,3.76,"$10,801.21",26,785161.34,833310.38,259.47,false,USD,Stephen Patel,(612) 917-9105,stephen.patel2@yahoo.com,"Cozy Villa with gr3at pot3ntial, locat3d n3ar top-rat3d schools in Chicago.",Agent was very responsive and helpful throughout.
PROP-103994,MLS-103994,09/03/2025,"August 21, 2025",34112 Crystal Spur Apt. 042 , Atlanta,Georgia,60625,Usa,40.467807,-103.749125,HOUSE,0,,20221.2,2117.7 sqft,2025.0,,2.0,False,true,Electric,Ductless,9.4,7.49,82.1,3.04 mi,$18.75,"9,042.94",5,"484,722.88",455818.87,215.24,False,USD,Robert Kennedy,790-662-8303,robert.kennedy74@realty.com,"Cozy House with great potential, located near top-rated schools in  Atlanta.",
PROP-104843,MLS-104843,"May 10, 2024",,96069 John Point,Seattle,WA	,64938,US,47.822019,-98.020511,HOUSE,1,1.0,5987.0,748.0 sqft,1955.0,,2.0,YES,False,Solar,Ductless,5.4,14.56,59.1,0.16 km,26.47,"$2,730.61",13,"148,534.06",,,false,USD,Benjamin Jones,(373) 512-4974,benjamin.jones65@outlook.com,Charming 1-b3d Hous3 in th3 h3art of S3attl3. R3c3ntly updat3d kitch3n and spacious backyard.,
PROP-105385,MLS-105385,09-Feb-2024,13/01/2026,6136 Melissa Crescent Suite 969,Charlotte ,North Carolina,92913,USA,39.84267,-122.648813,TOWNHOUSE,1,1.0,2806.6,2633.7 sqft,1994.0,,2.0,False,Y,Oil,Window Unit,6.8,18.43,68.3,2.63 km,273.30,"$6,026.32",11,"$498,903.16",492882.08,187.14, No,USD,Mr. Christopher Tapia,(806) 920-9021,mr..christopher.tapia94@realty.com,"Fixer-upper Townhouse priced to sell, needs TLC but great bones.",
PROP-108530,MLS-108530,17-Feb-2026,20-May-2026,331 Jones Road Apt. 649,Dallas,tx,72024,US,41.552884,-88.11229,HOUSE,4,3.9,6341.4,558.6 sqft,1969.0,,2.0, No,No,,,6.0,5.02,75.0,14.28 km,$0.00,1758.68,28,"98,920.41",94479.62,169.14,0,USD,Vernon Hunter MD,(696) 841-4096,vernon.hunter.md81@yahoo.com,  Charming 4-bed House in the heart of Dallas. Recently updated kitchen and spacious backyard.  ,
PROP-103115,MLS-103115,20-Mar-2024,2024-10-04,09993 Marissa Ramp,Ra aleigh,North Carolina,54013,USA,36.974721,-70.920254,HOUSE,1,1.0,6765.1,1420.6 sqft,1988.0,,2.0,NO,1,Gas,Ductless,7.3,,78.7,6.15 km,0.00,2748.38,70,148431.51,145171.21,102.19,N,USD,Bethany Cannon,372-870-3679,bethany.cannon91@realty.com,"Fixer-upper house priced to sell, needs TLC but great bones.",
PROP-104359,MLS-104359,29-Aug-2025,18-May-2026,612 Kristine Island,  Sacramento,ca,82142,U.S.A,,-73.613775,APARTMENT,4,4.4,4698.6,107.5 sqm,2015.0,,0.0,No,0,Electric,Evaporative,8.8,14.08,80.3,15.13 km,TBD,"4,201.07",24,"$309,628.52",281029.68,242.96,No,USD,Timothy Bush,(741) 375-6494,timothy.bush1@outlook.com,"Luxury Apt boasting modern finishes, 4 bedrooms, and a three-car garage.",
PROP-103228,MLS-103228,15/07/2025,12.08.2025,047 Jones Drive Suite 544,Da alla as,Texas,94167,Usa,36.261419,-94.205779,CONDOMINIUM,1,1.0,10671.4,1628.1 sqft,1987.0,,0.0,N, No,Gas,,7.2,25.36,67.4,4.53 km,$85.96,7477.19,37,"372,468.82",361360.19,221.95,N,USD,Bryan Henson,(228) 274-1279,bryan.henson43@gmail.com,"  Fixer-upper Condo priced to sell, needs TLC but great bones.  ",Neighborhood is quiet and safe for kids.
PROP-101335,MLS-101335,31/02/2024,,585 Henry Skyway Suite 252,  SACRAMENTO,  California,42758,Usa,29.156884,-104.109713,HOUSE,0,1.0,4671.0,300.0 sqft,1997.0,,0.0,False,0,Solar,,4.5,1.29,61.7,3.2 km,16.61,"1,103.63",7,"$58,962.14",,,0,USD,Kimberly Sanchez,945-469-8050,kimberly.sanchez94@realty.com,"Spacious  House featuring 0 bedrooms and 1.0 bathrooms, close to downtown SACRAMENTO.","Kitchen appliances were outdated, needs renovation."
PROP-100663,MLS-100663,28/06/2026,"July 10, 2026",60880 Newman Cliff Suite 164,Nashville,  TN,85999,US,35.850245,-106.86398,HOUSE,3,2.9,13118.2,1367.7 sqft,1953.0,,1.0,yes ,true,Solar,,6.4,1.99,70.0,6.78 km,10.83,"$2,472.49",222,"$251,176.03",244809.14,178.99,false,USD,Mason Chase,755.781.abcd,mason.chase76@realty.com,"Fixer-upper house priced to sell, needs TLC but great bones.",Overpriced for the condition it was in...
PROP-108406,MLS-108406,09/20/2024,,03378 Christopher Circle Apt. 476,Phoenix,AZ,28726,U.S.A,40.033862,-118.66579,VILLA,3,1.3,9309.0,1776.2 sqft,2005.0,2016.0,1.0,Yes,Yes,Wood,,6.2,11.72,65.3,7.74 mi,$25.85,5571.49,31,"$341,015.06",,,0,USD,Ariana Mcfarland,(208) 501-7553,ariana.mcfarland4@yahoo.com,"Cozy Villa with great ppotential, located near top-rated schools in Phoenix.",
PROP-100057,MLS-100057,"October 08, 2025","November 25, 2025",588 Rivas Glens,Chicàgo,Illinois,60422,Usa,44.615146,-98.217858,HOUSE,1,,17804.2,2032.7 sqft,1993.0,,1.0,No,False,Gas,,7.9,24.27,,5.13 mi,34.25,"5,469.18",2,"$368,556.00",355842.92,175.06, No,USD,  Ann Phillips,(892) 659-3598,ann.phillips88@yahoo.com,"Cozy House with great potential, located near top-rated schools in Chicago.",
PROP-108038,MLS-108038,10/02/2023,"May 24, 2025",2584 Michele Mountains Suite 814,Orlando	,fl,79771,USA,,-118.786549,APARTMENT,1,1.0,9376.9,1817.8 sqft,1971.0,1995.0,1.0,No,0,Electric,,7.8,12.83,75.1,12.35 km,$127.99,"8,038.83",12,"402,446.62",404746.0,222.66,NO,USD,Jose Barnett,(206) 980-1195,jose.barnett39realty.com,"Spacious apartment featuring 1 bedrooms and 1.0 bathrooms, close to downtown Orlando.",Loved the open floor plan and natural light!!
PROP-104842,MLS-104842,20/01/2025,28/01/2025,8489 Hughes Village	,denver ,co,96614, USA,45.366566,-121.943737,VILLA,0,1.0,1575.3,117.6 sqm,1948.0,,2.0,NO,NO,Solar,,5.7,14.31,82.4,10.72 km,32.26,1111.72,34,141336.88,127491.44,100.7, No,USD,Marc Burton,945-852-9648,marc.burton48@realty.com,    ,
PROP-101597,MLS-101597,02.10.2023,08/21/2024,16633 David Walk,Raleigh ,  North Carolina,47389,U.S.A,42.511045,-82.523481,APARTMENT,1,1.0,1878.8,1945.7 sqft,1983.0,1995.0,3.0,NO,False,Electric,,5.4,20.57,62.1,4.42 km,$0.00,Unknown,44,"$469,030.18",456769.01,234.76,No,USD,John Garcia,(541) 510-8743,john.garcia92@realty.com,"Spacious APARTMENT featuring 1 bedrooms and 1.0 bathrooms, close to downtown Raleigh .","Beautiful backyard, perfect for entertaining guests."
PROP-100936,MLS-100936,17/12/2024,2025-12-03,707 Bell Glens ,Austin,Texas,30876,Usa,38.480641,-77.903607,TOWNHOUSE,3,2.3,3267.7,1084.9 sqft,1985.0,,2.0,False,0,Electric,Evaporative,4.0,0.18,67.9,1.69 km,$0.00,4104.76,13,204952.82,203161.38,187.26,0,USD,Jeffrey Lawrence,(913) 742-6190,jeffrey.lawrence21gmail.com,Charming 3-bed Town house in the heart of Austin. Recently updated kitchen and spacious backyard.,
PROP-108633,MLS-108633,23/08/2024,01/05/2025,5042 Jeanne Port Suite 995, Orlando,FL	,74328,usa,28.52804,-99.726615,APARTMENT,3,2.9,4212.9,1949.9 sqft,1996.0,,0.0,YES,True,Gas,Central AC,7.2,3.14,82.0,1.96 km,$122.82,"6,513.86",57,"399,323.71",398245.48,204.24,false,USD,Raymond Nichols,(353) 863-7213,raymond.nichols97@outlook.com,"Fixer-upper Apartment priced to sell, needs TLC but great bones.",Traffic noise was worse than expected.
PROP-103918,MLS-103918,08/09/2024,,76825 Luis Drive,miami,FL,20412,United States,33.631374,-121.061966,TOWNHOUSE,6,5.5,6350.7,2279.0 sqft,1996.0,2020.0,3.0,0,true,,Evaporative,,,68.0,0.9 km,$113.07,"$9,364.12",35,"$548,272.45",,,NO,USD,Madison Lewis,(862) 885-1062,madison.lewis36@yahoo.com,"Luxury  Townhouse boasting modern finishes, 6 bedrooms, and a three-car garage.",Not worth the asking price tbh.
PROP-100911,MLS-100911,2024-08-27,19.12.2025,4324 Anthony Row,miami ,Florida,20333, USA,48.480166,-99.070305,HOUSE,4,5.0,6969.1,1626.5 sqft,1956.0,,2.0,False,1,Electric,Central AC,9.3,10.42,83.3,5.11 km,$9.93,"6,088.64",17,"$411,220.79",406440.85,249.89,N,USD,Kathy Wright,(924) 339-7828,kathy.wright35@gmail.com,"Luxury House boasting modern finishes, 4 bedrooms, and a three-car garage.",
PROP-103225,MLS-103225,"December 11, 2025",18-Dec-2025,92383 Bradshaw Expressway Apt. 377,Miami ,FL,76537,U.S.A,27.581401,-74.010072,HOUSE,5,3.3,3898.7,153.1 sqm,2012.0,2023.0,3.0, No,Y,Wood,,5.0,27.93,57.6,0.83 km,$30.97,"$2,668.21",99,"$258,195.86",263800.51,160.1,0,USD,Amy Garcia,752-676-4569,amy.garcia44@outlook.com,"Spacious House featuring 3 bedrooms and 3.3 bathrooms, close to downtown Miami .",Traffic noise was worse than expected.
PROP-105373,MLS-105373,2025-01-16,02-Dec-2025,269 Christopher Run Apt. 646,Orlando,FL	,33016,Usa,37.19883,-87.181116,HOUSE,5,4.0,18305.5,1187.9 sqft,1954.0,,2.0,0,yes ,Geothermal,,7.6,0.27,75.6,3.53 km,49.83,"$2,410.71",8,"$316,020.91",293706.22,247.25,N,USD,Trevor Campbell V,(319) 240-9799,trevor.campbell.v8@gmail.com,"Cozy House with great potential, located near top-rated schools in Orlando.",
PROP-105846,MLS-105846,02.12.2025,29-May-2026,61669 Morgan Inlet Apt. 074,Phoenix ,az ,55903,USA,31.702133,-94.976468,HOUSE,7,,4712.5,1764.4 sqft,2002.0,2003.0,3.0,Yes, No,Electric,,7.6,1.9,85.4,17.72 km,3.36,"$4,890.53",17,"$379,049.54",376039.0,213.13,False,USD,Steve David,(958) 561-7582,steve.david41@realty.com,"Luxury HOUSE boasting modern finishes, 3 bedrooms, and a three-car garage.",Overpriced for the condition it was in...
PROP-109467,MLS-109467,"February 28, 2026",25/03/2026,9538 Meagan Mission,Seattle	,Washington,17966,United States,47.694575,-111.050923,DUPLEX,3,3.4,5252.9,961.3 sqft,1979.0,,2.0,NO, No,Electric,,9.1,1.79,83.7,1.31 km,$25.49,"$4,479.29",11,240994.31,222930.6,231.91,Y,USD,Jeffery Mitchell,(872) 454-3720,jeffery.mitchell31@realty.com,    ,Not worth the asking price tbh.
PROP-103265,MLS-103265,07/01/2025,2025-08-25,437 Gonzalez Lodge Apt. 871 ,Maimi,Florida	,29573, USA,34.605308,-86.070148,TOWNHOUSE,3,1.0,14792.1,908.5 sqft,1983.0,,2.0,false,yes ,Gas,,1.0,4.32,46.8,1.54 km,78.86,1356.46,17,181903.41,162388.36,178.74,No,USD,Timothy Padilla,(690) 539-1372,timothy.padilla7@gmail.com,"Fixer-upper townhouse priced to sell, needs TLC but great bones.","Great location, close to schools and shops."
PROP-102378,MLS-102378,30.06.2024,,0307 Edwards Walk,Nashville,TN,24156, USA,34.235117,-100.118145,HOUSE,2,,7594.0,1832.7 sqft,2011.0,,1.0,True,Yes,Solar,,10.0,7.17,82.7,3.42 mi,$30.68,"$7,325.92",8,"$442,364.29",,,0,USD,Nicholas Reyes,(855) 620-1659,nicholas.reyes64@realty.com,Charming 2-bed House in the heart of Nashville. Recently updated kitchen and spacious backyard.,
PROP-100227,MLS-100227,2025-10-18,08.03.2026,033 Collins Cove,austin,Texas,63636,United States,34.753997,-73.849248,HOUSE,0,1.0,5638.6,2055.6 sqft,1968.0,1998.0,3.0,False,YES,Gas,Window Unit,6.9,,69.5,5.2 mi,,"$9,842.76",4,"$527,339.48",478048.04,232.56,N,USD,Tiffany Mcclain	,(300) 749-5187,tiffany.mcclain78@yahoo.com,Charming 0-bed House in the heart of austin. Recently updated kitchen and spacious backyard.,"House needed a lot of repairs, roof was leaking."
PROP-100199,MLS-100199,22/08/2025,,85156 Matthew Islands,orlando,Florida,64997,US,37.513049,-72.895244,CONDOMINIUM,0,1.0,1990.1,1779.0 sqft,1999.0,,2.0,0,False,Wood,,6.7,2.87,71.1,1.75 km,227.51,2898.26,34,"$320,813.80",,,1,USD,Amy Hernandez,(285) 866-2992,amy.hernandez99@realty.com,"Luxury Condo boasting modern finishes, 0 bedrooms, and a three-car garage.",
PROP-106220,MLS-106220,10/30/2024,,700 Lee Grove,   Portland,OR,10325,Usa,41.817579,-92.619306,APARTMENT,3,2.1,6890.4,267.2 sqm,1950.0,,2.0,False,False,Electric,,3.1,4.01,52.4,11.62 mi,0.0,"$5,500.30",2,419981.17,,,0,USD,Michael Higgins,710-287-8639,michael.higgins8@outlook.com,"Luxury APARTMENT boasting modern finishes, 3 bedrooms, and a three-car garage.",Overpriced for the condition it was in...
PROP-104949,MLS-104949,"April 14, 2026",26/05/2026,76901 Mcdonald Lane Apt. 533,Seattle,Wàshington,14036, USA,40.690375,-90.407695,CONDOMINIUM,4,2.1,4990.8,1635.2 sqft,1929.0,,3.0,false,0,Solar,Ductless,4.6,4.6,56.7,8.2 km,$280.51,"$4,384.69",47,"$236,928.92",235342.53,143.92,No,USD,David Rodriguez,(988) 530-5455,david.rodriguez85@realty.com,"Luxury condo boasting mod3rn finish3s, 4 b3drooms, and a thr33-car garag3.",Neighborhood is quiet and safe for kids.
PROP-107218,MLS-107218,03/19/2026,05/06/2026,015 Flores Courts,Raleigh,North Carolina,73811,Usa,27.255455,-101.588232,HOUSE,2,2.9,9726.6,768.7 sqft,1980.0,,3.0,NO,No,Electric,,8.0,11.0,82.3,1.77 km,27.99,"2,495.58",14,"$124,975.24",127602.53,166.0,No,USD,  Michael Fernandez,(560) 733-6941,michael.fernandez33@outlook.com,,Traffic noise was worse than expected.
PROP-104750,MLS-104750,2023-08-13,,88894 Grant Ridge ,Charlotte,North Carolina,47416,USA,38.345295,-72.703774,CONDOMINIUM,8,7.4,6636.9,3029.8 sqft,1979.0,,4.0,NO,1,Electric,Evaporative,9.6,25.72,75.1,1.85 mi,225.71,15416.19,25,"$838,885.12",,,No,USD,Patrick Buchanan,608-564-5080,patrick.buchanan15@yahoo.com,"  Spacious Condo featuring 8 bedrooms and 7.4 bathrooms, close to downtown Charlotte.  ",Not worth the asking price tbh.
PROP-107634,MLS-107634,28-May-2024,2025-07-29,20926 Scott Mountain,Nashville,Tennessee,10637,United States,48.136056,-108.759408,CONDOMINIUM,2,1.1,5223.7,2415.8 sqft,1960.0,,2.0,N,False,Gas,,10.0,4.82,85.9,2.69 km,8.46,"$9,729.11",23,608907.82,639798.42,264.84,N,USD,Lisa Martinez,CALL-ME-4341,lisa.martinez_at_outlook.com,"Fixer-upper Condo priced to sell, needs TLC but great bones.",Not worth the asking price tbh.
PROP-100112,MLS-100112,04-Jun-2024,"February 20, 2026",1694 Candice Greens Apt. 097 , Nashville,Tennessee,99226,United States,26.749644,-101.036223,DUPLEX,1,1.0,6400.1,1712.4 sqft,1985.0,,1.0,NO,true,Gas,Ductless,7.7,5.34,78.2,1.74 mi,21.24,"3,149.34",55,"$285,745.29",279857.24,163.43,NO,USD,Kim Erickson,661-264-2755,kim.erickson_at_outlook.com,"Spacious Duplex featuring 1 bedrooms and 1.0 bathrooms, close to downtown  Nashvillee.",Overpriced for the condition it was in...
PROP-103150,MLS-103150,07-Apr-2026,,74196 Johnson Stream,DENVER,Colorado,39173,United States,35.80442,-117.641249,APARTMENT,5,,4257.9,971.4 sqft,1959.0,,3.0,True,0,Oil,,8.5,,81.4,0.35 mi,$192.41,3063.55,2,"209,705.42",,,false,USD,James Green,942-511-8210,james.green5@realty.com,"Spacious Apt featuring 5 bedrooms and 4.8 bathrooms, close to downtown DENVER.","House needed a lot of repairs, roof was leaking."
PROP-106261,MLS-106261,22/02/2025,,46125 Guzman Squares,SACRAMENTO,California,65899,USA,42.128287,-76.60635,HOUSE,3,2.6,4194.6,1748.6 sqft,1985.0,,0.0,Y,N,Solar,Ductless,10.0,3.15,84.7,16.17 km,$23.17,"$5,807.30",33,376888.74,,,False,USD,Lindsey Barber,(260) 321-8892,lindsey.barber23@outlook.com,Charming 3-bed House in the heart of SACRAMENTO. Recently updated kitchen and spacious backyard.,
PROP-106607,MLS-106607,05-Nov-2024,2025-02-06,2672 Lewis Course,Denver,Colorado	,84680,USA,35.250736,-69.421394,HOUSE,1,1.0,3788.0,1633.3 sqft,1947.0,,2.0,NO,Y,,Ductless,7.6,14.65,75.2,1.39 km,$14.44,"$9,967.82",65,604393.59,545176.29,333.79,NO,USD,Lisa Holmes,244-398-2269,lisa.holmes_at_gmail.com,Charming 1-b3d  Hous3 in th3 h3art of D3nv3r. R3c3ntly updat3d kitch3n and spacious backyard.,"Beautiful backyard, perfect for entertaining guests."
PROP-104553,MLS-104553,04/22/2025,20-Mar-2026,63262 Thomas Brooks,Portland,OR,84227, USA,40.567185,-73.300182,HOUSE,2,1.2,3011.5,1118.6 sqft,1934.0,,1.0,False,Yes,Gas,Ductless,4.5,4.54,69.5,4.82 km,$16.43,"$3,805.17",31,"$293,029.48",276350.71,247.05,0,USD,Jeffrey Morgan,(780) 833-9554,jeffrey.morgan87gmail.com,,Neighborhood is quiet and safe for kids.
PROP-107970,MLS-107970,-,11/20/2024,1744 Mitchell Club Apt. 850,Columbus,OH,69247, USA,35.616732,,APARTMENT,1,1.0,1812.6,1365.1 sqft,19985.0,,4.0,yes ,false,Oil,,5.8,32.64,60.2,1.75 km,$201.81,"$4,746.39",24,223883.1,223166.47,163.48,N,USD,James Johnson,(797) 540-7805,james.johnson45@realty.com,    ,"gooood house, will recomend!!"
PROP-108753,MLS-108753,2023-11-21,18/04/2024,783 Hannah Passage,Miami,  fl,35026,Usa,43.397673,-103.578028,HOUSE,2,2.6,3680.8,208.2 sqm,1965.0,,4.0,False,true,Electric,,6.3,7.44,71.1,6.24 km,18.72,9208.78,78,509106.66,480103.65,214.24,NO,USD,Michael Collier,CALL-ME-4900,michael.collier24@realty.com,,
PROP-108899,MLS-108899,17-Jul-2024,2025-12-01,6146 Carter Expressway Apt. 595,Columbus ,Ohio,43235,United States,,-107.984598,CONDOMINIUM,3,1.1,10646.4,1374.3 sqft,1949.0,,2.0,No,N,Geothermal,,8.0,30.7,61.1,2.86 mi,$243.67,2728.24,62,232704.36,223495.15,162.62,NO,USD,Mary Garcia,(675) 632-7098,mary.garcia_at_realty.com,"  SSpacious condo featuring 3 bedrooms and 1.1 bathrooms, close to downtown Columbus .  ",
PROP-101075,MLS-101075,05/12/2024,10/19/2025,1337 Patricia Plains Suite 449,phoenix ,AZ	,10378,United States,43.488067,-98.909485,HOUSE,3,,8859.8,2582.6 sqft,2019.0,,1.0,False,N,,,8.6,4.05,92.7,8.87 km,$33.82,"6,377.74",35,441916.61,443512.73,171.73,Y,USD,Veronica Stewart,720-733-8936,veronica.stewart17@realty.com,"Fixer-upper House priced to sell, needs TLC but great bones.",
PROP-102761,MLS-102761,31-May-2026,03-Jul-2026,50079 Pham Meadows Suite 377,Orlando,Florida,98799,United States,43.836795,-121.796633,CONDOMINIUM,2,1.5,8867.8,1473.5 sqft,2008.0,,2.0,0,false,Geothermal,Central AC,,6.71,,0.49 km,Unknown,5080.76,27,423504.08,418890.39,284.28,Y,USD,Margaret Townsend,(390) 632-1939,margaret.townsend37@gmail.com,"Fixer-upper Condo priced to sell, needs TLC but great bones.",
PROP-102910,MLS-102910,02-Jul-2024,08/21/2024,461 Sanchez Wells Suite 151,Nashville ,Tennessee,50924,US,48.26083,-87.417145,HOUSE,4,3.1,5071.4,1330.4 sqft,1946.0,,3.0, No,NO,,,9.0,10.03,87.0,0.82 km,0.0,"$2,668.24",15,"$240,232.06",214065.17,160.9,No,USD,Michelle Fisher,(697) 418-4933,michelle.fisher54@yahoo.com,Charming 4-bed House in the heart of Nashville . Recently updated kitchen and spacious backyard.,
PROP-103408,MLS-103408,2024-10-18,19-Feb-2026,3917 Taylor Trafficway ,Seattle,  WA,00000-####,US,26.902792,-92.999827,HOUSE,5,4.1,4144.7,215.0 sqm,1962.0,,2.0,False,False,,Ductless,8.6,13.51,78.7,3.24 km,16.62,"$7,599.93",20,"539,545.03",495973.32,214.34,N,USD,Erica Molina,591-670-7764,erica.molina_at_outlook.com,"Fix3r-upp3r Hous3 pric3d to s3ll, n33ds TLC but gr3at bon3s.",
PROP-100723,MLS-100723,10.03.2025,,120 Johnson Expressway Apt. 288,  Raleigh ,  north carolina,80014,USA,47.262742,-87.128967,APARTMENT,3,3.8,10559.3,181.2 sqm,1990.0,,0.0,false,false,Solar,,6.8,4.01,76.9,17.48 mi,186.17,"$5,307.27",7,"453,600.93",,,NO,USD,Bryan Baker,789-276-6150,bryan.baker73@gmail.com,Charming 3-bed apartment in the heart of Raleigh . Recently updated kitchen and spacious backyard.,
PROP-108288,MLS-108288,18/02/2024,05-Mar-2026,1356 Lee Harbors Apt. 527,Phoenix,Arizona,93748,United States,48.038102,-82.511254,APARTMENT,2,1.3,2627.4,300.0 sqft,2004.0,2016.0,2.0, No,No,Gas,Evaporative,6.0,2.78,68.7,0.06 mi,$82.61,$782.59,35,"$38,987.56",-35771.82,119.24,No,USD,Clinton Ramos	,940-827-6336,clinton.ramos78@gmail.com,Charming 2-bed Apartment in the heart of Phoenix. Recently updated kitchen and spacious backyard.,Overpriced for the condition it was in...
PROP-106403,MLS-106403,08/11/2024,28/02/2025,42154 Amy Brook,Charlotte,North Carolina,39214,usa,27.50238,-92.030408,HOUSE,4,3.4,2654.3,1954.4 sqft,1982.0,2012.0,0.0,No,0,Electric,Central AC,6.4,8.1,75.1,15.53 mi,$11.89,3879.64,68,"$354,802.55",345508.61,176.79,false,USD,Alison Hanson,(598) 390-4029,alison.hanson6@gmail.com,Charming 4-bed House in the heart of Charlotte. Recently updated kitchen and spacious backyard.,
PROP-108139,MLS-108139,10/20/2024,,85991 Owens Port,MIAMI,FL,47575,Usa,26.281953,-89.824195,TOWNHOUSE,4,4.1,5489.6,197.0 sqm,1962.0,,1.0,No,Yes,Gas,Evaporative,7.0,34.9,59.8,23.47 km,155.16,3928.12,26,"317,121.66",,,False,USD,Craig Barrett,(382) 992-7779,craig.barrett52@realty.com,"Cozy TOWNHOUSE with great potential, located near top-rated schools in MIAMI.",
PROP-105967,MLS-105967,2025-10-18,"November 15, 2025",2591 Vazquez Neck Apt. 833,NASHVILLE,Tennessee,11614,USA,28.232705,-92.713504,HOUSE,2,2.8,7511.0,2272.3 sqft,2005.0,,3.0,0,false,Gas,,10.0,19.06,77.2,0.24 km,Unknown,9332.2,17,"$646,845.37",617139.7,271.59,N,USD,David Li,(522) 213-5928,david.li89@outlook.com,"Spacious House featuring 2 bedrooms and 2.8 bathrooms, close to downtown NASHVILLE.",Traffic noise was worse than expected.
PROP-105934,MLS-105934,"May 31, 2026",,876 Vance Inlet Apt. 202, Phoenix,az,14135,Usa,47.326185,-114.700111,HOUSE,2,1.5,12291.9,2078.0 sqft,1955.0,,2.0,0,True,Electric,,,22.99,63.1,7.74 km,$18.98,"$2,729.26",0,"$335,114.86",,,N,USD,  Gene Bailey,(642) 803-2109,gene.bailey7@yahoo.com,"Luxury  House boasting modern finishes, 2 bedrooms, and a three-car garage.",Closing process took way longer than promised.
PROP-108587,MLS-108587,"September 27, 2024",2026-06-09,973 Shea Manors Suite 329,Charlotte,nc,82938,usa,44.944281,-110.439457,APARTMENT,3,3.0,8503.2,1486.0 sqft,1946.0,,3.0,False,false,Oil,,7.3,11.4,70.7,4.85 km,$231.51,"$3,851.32",1,297683.31,305544.94,205.62,False,USD,William Parker,(344) 253-9188,william.parker22@realty.com,"Fixer-upper Apartment priced to sell, needs TLC but great bones.",
PROP-102518,MLS-102518,2023-11-01,19/02/2024,  3385 Luis Meadow Suite 670,Atlanta,ga,53834,United States,44.76104,-107.884446,CONDOMINIUM,4,2.7,4265.4,2118.0 sqft,2014.0,,,1,NO,Oil,,7.1,12.36,63.9,12.83 km,153.06,"$2,690.55",12,331128.44,316055.6,149.22,NO,USD,Tiffany Gill,256-370-1254,tiffany.gill_at_gmail.com,"Fixer-upper Condo priced to sell, needs TLC but great bones.",Loved the open floor plan and natural light!!
PROP-108505,MLS-108505,11/07/2023,"May 10, 2025",273 Jacob Squares, Seattle,Washington,41123,USA,34.953677,-118.561914,HOUSE,2,1.0,7425.5,1686.8 sqft,2018.0,,2.0,NO, No,Solar,,8.9,7.96,79.9,0.19 mi,21.71,"3,821.35",23,"$291,297.80",295267.12,175.05,N,USD,Jesse Burns,(603) 414-3852,jesse.burns62@gmail.com,"Fixer-upper House priced to sell, needs TLC but great bones.",Closing process took way longer than promised.
PROP-106017,MLS-106017,01/19/2025,02/10/2025,198 Timothy Views Apt. 015	,portland,OR,48683,USA,29.769305,-94.652845,HOUSE,6,5.5,5780.4,1709.2 sqft,1991.0,,2.0,NO,Y,Gas,,5.6,25.23,60.1,3.33 km,29.59,6941.32,22,"$388,030.65",355420.89,207.95, No,USD,  Leslie Franklin,577-645-2244,leslie.franklin_at_outlook.com,Charming 6-bed house in the heart of portland. Recently updated kitchen and spacious backyard.,
PROP-107369,MLS-107369,03.05.2026,2026-06-18,  24548 Sanders Fields Apt. 848,Phoenix,AZ,73490, USA,35.596722,-90.901293,TOWNHOUSE,3,1.5,4401.1,2073.7 sqft,1966.0,,2.0,N,YES,Gas,,9.1,12.68,81.3,1.49 mi,138.59,"$12,081.64",25,"558,185.13",580884.22,280.12,N,USD,Jennifer Ford,CALL-ME-8407,jennifer.ford10@outlook.com,"Luxury Townhouse boasting modern finishes, 3 bedrooms, and a three-car garage.",
